Carrosserie;Code_vehicule;Alimentation;Boite_vitesse;Date_debut_comerc;Date_fin_comerc;Groupe_vehicule;Classe_vehicule;Puissance_vehicule
BERLINE;SE17262;ES;M;1122017;;28;G;4.0
AUTRE;BM57026;GO;M;1092004;20032006.0;33;P;9.0
COUPE;AU31091;ES;M;23042009;25042013.0;37;Q;12.0
BERLINE;FI26147;ES;M;2000;2001.0;27;D;4.0
BERLINE;SZ01012;ES;M;1011996;1012002.0;26;B;4.0
BERLINE;MN01072;GO;M;22092009;1032011.0;30;J;5.0
COUPE;FI27006;ES;M;1999;1999.0;33;K;9.0
BERLINE;SK12005;ES;M;5112012;3032015.0;31;J;6.0
BERLINE;FI31040;ES;M;1999;2000.0;31;H;7.0
CABRIOLET;BM59899;GO;A;22092009;30032010.0;38;T;15.0
BERLINE;SE07059;ES;M;1998;1998.0;31;I;7.0
BERLINE;OP06161;ES;M;1991;1991.0;29;E;6.0
MONOSPACE;VW50086;ES;S;1032016;1012018.0;32;M;7.0
MONOSPACE;LA16020;GO;M;28092006;1072008.0;33;P;9.0
COUPE;PE28366;ES;M;26092002;1042004.0;34;N;10.0
BERLINE;RE71330;GO;M;9032010;2112010.0;30;I;5.0
BERLINE;TO34058;GO;M;1062009;16072013.0;30;J;5.0
BERLINE;SE04011;ES;M;1991;1992.0;25;A;4.0
BERLINE;RE73005;ES;M;15062007;1042009.0;27;D;4.0
BERLINE;BM18146;GO;M;1092001;2052002.0;35;N;7.0
BERLINE;RE07594;GO;M;15122003;1042005.0;28;G;4.0
COUPE;BM73480;GO;A;1062017;1022018.0;34;N;7.0
BERLINE;AU19455;ES;M;7122009;13062012.0;32;M;7.0
BERLINE;PE47141;GO;M;1062015;;29;H;4.0
BERLINE;ME63013;ES;A;12042013;31072014.0;39;R;15.0
BERLINE;AU18160;ES;A;1999;1999.0;33;N;9.0
BERLINE;AR15001;ES;M;1971;1977.0;32;I;11.0
BERLINE;SK06242;ES;M;1112008;7112011.0;33;K;7.0
BERLINE;VW22217;GO;M;1997;1997.0;32;J;5.0
BERLINE;AU12021;ES;M;1975;1980.0;32;H;9.0
AUTRE;VO40029;ES;M;10092010;19032015.0;33;O;8.0
BERLINE;RE70131;GO;M;11012007;17122007.0;31;K;6.0
BERLINE;VO27050;ES;A;1092017;;35;P;11.0
BERLINE;VO17002;ES;M;1986;1988.0;33;M;11.0
COUPE;BM67193;GO;A;1092010;1072013.0;38;S;15.0
BERLINE;OP16439;GO;M;8032004;8032004.0;33;M;7.0
BERLINE;HD24083;GO;M;1032015;2012018.0;29;J;5.0
CABRIOLET;ME15094;ES;M;1993;1993.0;37;U;17.0
BERLINE;VO15051;ES;A;1995;1996.0;30;J;7.0
AUTRE;KA20006;ES;A;15092017;;30;O;4.0
BERLINE;TO27077;ES;M;30052005;6012006.0;32;M;8.0
BERLINE;TO39031;ES;M;9022012;1062016.0;27;G;4.0
BERLINE;AU12015;ES;A;1972;1977.0;29;F;9.0
COUPE;AU31100;ES;V;19102009;5082011.0;34;P;9.0
CABRIOLET;MZ04041;ES;M;1102015;1062018.0;32;K;7.0
BERLINE;VW02014;ES;M;4112011;20072016.0;30;J;6.0
BERLINE;AU37286;ES;M;17092015;28042016.0;37;P;
AUTRE;SK08298;GO;S;26052014;1062015.0;35;P;10.0
BERLINE;VW35064;ES;A;1012004;6022007.0;31;L;7.0
BERLINE;VW12278;ES;M;2000;1112001.0;28;E;4.0
COUPE;BM68059;ES;A;1032012;1032015.0;40;HC;21.0
CABRIOLET;BM17036;ES;M;1991;1992.0;32;M;9.0
BERLINE;PE30451;GO;M;15112005;15112005.0;29;H;4.0
MONOSPACE;VW25021;GO;A;1997;1998.0;32;N;6.0
BERLINE;RE66178;GO;M;15102003;15102003.0;30;K;5.0
BERLINE;CI43052;ES;S;2092002;23052005.0;31;H;6.0
COUPE;LR09060;GO;A;1062014;2032015.0;34;S;11.0
BERLINE;VW44209;ES;M;25102011;26042012.0;29;H;5.0
BERLINE;VO32106;ES;M;5052004;15092005.0;35;Q;11.0
AUTRE;ST08003;ES;S;1012004;1012006.0;24;D;3.0
BERLINE;VW04198;GO;M;1990;1992.0;29;I;4.0
BERLINE;AU36169;GO;V;7122009;6122010.0;35;Q;10.0
COUPE;ME61062;ES;A;26032011;3012012.0;39;R;19.0
AUTRE;FI28119;GO;M;29072002;29072002.0;33;M;9.0
BERLINE;ME49431;ES;M;3072015;1062018.0;31;M;6.0
LUDOSPACE;RE55007;GO;M;1998;1998.0;27;H;7.0
COUPE;SB04094;GP;M;1999;9021999.0;32;L;9.0
BERLINE;AU33728;GO;M;23042015;12112015.0;36;Q;11.0
BERLINE;PE08020;ES;M;1977;1978.0;28;E;7.0
COUPE;VW14145;GO;S;3022017;31122017.0;33;N;8.0
BERLINE;AN08002;ES;M;1979;9999.0;29;A;10.0
BERLINE;OP06249;GO;M;1995;1995.0;27;E;5.0
COUPE;HD06012;ES;M;15012002;1102002.0;33;K;9.0
AUTRE;BM65334;GO;S;1022018;;32;O;6.0
BERLINE;MI04020;ES;V;2102008;22022010.0;31;L;9.0
BERLINE;RO02028;ES;M;1995;1995.0;27;C;4.0
BERLINE;CI43067;GO;M;22122003;3112008.0;28;H;4.0
BERLINE;VW35011;ES;M;17112003;30082007.0;32;L;7.0
BERLINE;ME49133;GO;M;18012005;4012011.0;31;K;6.0
BERLINE;AU19547;GO;S;27092012;24042014.0;31;M;5.0
COUPE;AU01001;ES;M;1989;1989.0;33;N;11.0
BERLINE;BM64090;GO;A;1032014;1072015.0;40;HC;26.0
BERLINE;FO45115;GO;M;7052018;;34;M;8.0
MONOSPACE;HD08012;GO;M;2042002;1102002.0;30;M;8.0
BERLINE;VW12238;ES;A;1999;1999.0;29;G;6.0
BERLINE;VW12371;GO;M;1062003;1012004.0;31;I;6.0
BERLINE;RE07204;ES;A;1996;1996.0;30;K;9.0
LUDOSPACE;FI39221;GN;M;9092013;10022015.0;31;J;7.0
BERLINE;SE02318;ES;M;2000;2102000.0;28;D;5.0
COUPE;BM58517;ES;M;1032012;1112013.0;35;O;10.0
BERLINE;PE39328;GO;M;12092013;2022015.0;32;K;5.0
BERLINE;OP09087;ES;M;1983;1984.0;31;I;8.0
BERLINE;VW49638;GO;M;1012017;17042018.0;34;N;8.0
AUTRE;ME44196;GO;M;2012015;;34;O;6.0
AUTRE;FO39427;GO;M;8012018;;33;O;10.0
BERLINE;VO25150;ES;M;1072001;17022002.0;32;K;7.0
BERLINE;PE18023;ES;M;1993;1994.0;28;E;5.0
COUPE;VW14044;GO;M;21072008;1012011.0;33;M;8.0
BERLINE;PE47152;ES;M;1062015;2012016.0;29;H;4.0
BERLINE;CI22005;ES;M;1983;1986.0;25;B;4.0
BERLINE;OP13145;ES;M;1993;1994.0;35;N;13.0
BERLINE;SK07226;GO;M;15042010;7112011.0;31;J;5.0
LUDOSPACE;VW01034;GO;M;1012005;1022009.0;31;J;7.0
COUPE;BM71538;ES;A;1032017;;36;P;10.0
BERLINE;PE32483;ES;M;23062005;18122006.0;31;K;7.0
BERLINE;LA02003;ES;M;1990;1992.0;32;J;10.0
AUTRE;IF11002;GO;S;1032016;1022018.0;34;P;9.0
BERLINE;FI09084;GO;M;1995;1995.0;27;G;6.0
BERLINE;AU37283;ES;M;17092015;28042016.0;38;Q;13.0
BERLINE;SE02444;ES;M;1062004;1012007.0;31;H;6.0
COUPE;DA19002;ES;M;1982;1983.0;34;N;14.0
BERLINE;SE07057;GO;M;1998;1998.0;31;J;5.0
BERLINE;VW28073;ES;M;1999;1082002.0;34;M;9.0
BERLINE;VO33161;ES;M;1122006;31052007.0;36;P;14.0
BERLINE;BM66007;ES;M;18032010;1092011.0;37;Q;12.0
COUPE;ME48075;ES;A;20092002;18012005.0;37;S;
BERLINE;OP16307;GO;M;1122000;1122000.0;33;L;7.0
BERLINE;PE32183;GO;M;3052004;28022005.0;30;J;5.0
COUPE;RE53321;GO;M;1999;2000.0;31;K;6.0
BERLINE;PE37349;GO;M;2012012;2072012.0;29;I;4.0
BERLINE;BM66629;GO;A;1072014;13102016.0;36;Q;10.0
LUDOSPACE;FO33016;GO;M;15062006;1122007.0;29;I;6.0
AUTRE;ME66517;GO;A;6102016;1062018.0;36;Q;9.0
BERLINE;SE02856;GO;M;14062012;29042013.0;29;I;4.0
BERLINE;FO08712;ES;M;5112012;16092013.0;32;J;6.0
LUDOSPACE;VW01311;ES;M;1072015;25072018.0;32;K;7.0
BERLINE;AU19040;ES;A;1999;1092001.0;35;N;10.0
CABRIOLET;ST03004;ES;A;7032006;7032006.0;30;M;5.0
BERLINE;VW49001;ES;M;5112012;17012017.0;30;I;5.0
BERLINE;ME11005;GO;M;1979;1982.0;31;P;10.0
BERLINE;ME02010;GO;M;1985;1989.0;31;M;6.0
BERLINE;VW45107;ES;S;1032011;1032012.0;29;H;5.0
BERLINE;AU19599;ES;S;6062013;19052016.0;36;P;10.0
BERLINE;OP06571;GO;M;15092006;15092006.0;29;H;5.0
BERLINE;BM58330;ES;M;26032009;1102010.0;32;M;7.0
AUTRE;ME38625;ES;M;8012004;17012006.0;35;O;11.0
MONOSPACE;FO25021;ES;M;1998;1998.0;32;M;10.0
BERLINE;FO09085;ES;M;1982;1983.0;31;L;
BERLINE;PE07093;ES;M;1989;1989.0;28;G;5.0
MONOSPACE;BM73679;ES;A;1022018;1062018.0;37;P;13.0
BERLINE;SE08172;ES;M;1102002;1012004.0;31;I;6.0
CABRIOLET;AU49292;ES;S;31072018;;37;O;10.0
BERLINE;CI42076;GO;M;2092002;2052003.0;32;L;6.0
BERLINE;OP06589;ES;M;1012007;11082008.0;30;H;6.0
BERLINE;AU28369;ES;M;24042014;19052016.0;32;L;6.0
COUPE;BM59512;GO;A;1092007;1092010.0;39;S;18.0
BERLINE;CI53065;GO;A;2112011;1062015.0;34;O;9.0
CABRIOLET;BM71298;GO;A;1072015;1032017.0;36;S;10.0
BERLINE;BM38003;ES;A;1980;1982.0;34;P;20.0
COUPE;BM67486;ES;M;1092011;1072013.0;37;S;13.0
CABRIOLET;SB04137;ES;A;1092001;1022002.0;34;P;10.0
BERLINE;CI40185;ES;M;8092000;2052002.0;32;I;7.0
BERLINE;LA18136;ES;M;1092015;31032017.0;28;H;4.0
CABRIOLET;AU49077;ES;M;19052016;28062018.0;32;O;6.0
BERLINE;ME64047;GO;A;9102013;15072014.0;32;P;5.0
BERLINE;RE53358;ES;M;2000;2000.0;32;I;7.0
BERLINE;CI34194;ES;M;1999;1999.0;33;K;9.0
BERLINE;RE60061;GO;M;15122003;15122003.0;32;M;7.0
COUPE;BM59863;GO;M;22092009;30032010.0;36;Q;9.0
CABRIOLET;DS03026;ES;M;4012016;1062018.0;31;K;5.0
BERLINE;AR25019;GO;M;29112002;29112002.0;33;L;8.0
BERLINE;TA21002;ES;A;1980;9999.0;29;A;11.0
CABRIOLET;SB01030;ES;M;1990;1990.0;34;S;8.0
AUTRE;SG04018;GO;A;1032007;2012010.0;33;P;
COUPE;ME48024;ES;A;1999;12052000.0;34;P;9.0
BERLINE;BM18068;ES;M;1997;1997.0;34;O;11.0
AUTRE;LR11014;GO;A;10072017;;36;U;14.0
CABRIOLET;AU19313;GO;M;1042008;7122009.0;33;O;8.0
COUPE;HO03023;ES;M;1988;1993.0;33;J;8.0
MONOSPACE;CI70052;GO;M;3042018;2072018.0;31;L;5.0
BERLINE;KA15001;ES;M;15092004;1072006.0;31;I;7.0
BERLINE;SE12209;ES;M;7012013;4102013.0;30;G;5.0
LUDOSPACE;FI39040;ES;M;10092003;1032005.0;30;I;7.0
BERLINE;BM27054;ES;A;1072003;1092004.0;38;S;15.0
BERLINE;AU37159;ES;V;25042013;23042015.0;35;P;9.0
AUTRE;RE43375;GO;M;10072006;11012007.0;30;L;7.0
BERLINE;VW47021;ES;M;1072011;25042013.0;32;K;7.0
AUTRE;RE68228;GO;M;2062008;1042009.0;33;L;7.0
COUPE;NA33005;ES;M;1092005;1042006.0;38;Q;20.0
BERLINE;AU37127;ES;S;8122011;4102016.0;38;S;17.0
BERLINE;CV18010;ES;M;1092012;31122014.0;27;D;4.0
AUTRE;SK06746;GO;S;5102017;;34;M;8.0
BERLINE;RE66153;ES;A;1092003;18072005.0;31;K;7.0
BERLINE;ME38623;ES;A;8092003;18012005.0;36;P;12.0
BERLINE;FO07506;GO;M;1998;1998.0;30;I;6.0
BERLINE;TO28097;ES;M;17032005;22072005.0;27;F;4.0
BERLINE;DH08001;ES;M;1998;1999.0;25;D;4.0
MONOSPACE;VW34348;GO;S;12062015;28042016.0;32;N;6.0
COUPE;PO01007;ES;M;1988;1989.0;39;T;16.0
BERLINE;HO18037;ES;M;2042012;15072013.0;30;H;5.0
BERLINE;BM69216;GO;M;1112012;1032015.0;35;O;10.0
BERLINE;VW28061;GO;A;1999;1042000.0;30;K;6.0
BERLINE;AR28011;GO;M;23092005;1062010.0;34;O;9.0
BERLINE;AU37321;GO;S;4102016;;36;Q;10.0
BERLINE;PE17007;ES;M;1990;1993.0;37;Q;16.0
BERLINE;OP16084;ES;A;1994;1995.0;32;L;7.0
MONOSPACE;RE64023;ES;A;15122003;17012005.0;34;P;11.0
BERLINE;ME64041;GO;M;9102013;22052018.0;32;O;5.0
BERLINE;RE48050;ES;A;1995;1996.0;35;P;16.0
BERLINE;BM66617;GO;A;1072014;13102016.0;35;Q;8.0
AUTRE;RE84892;GO;M;1092016;;31;O;8.0
BERLINE;VO32212;ES;S;4052010;24092010.0;36;O;12.0
BERLINE;NA05059;ES;V;1999;13041999.0;26;E;4.0
BERLINE;RE71398;GO;M;4012011;31082011.0;31;J;6.0
BERLINE;BM69538;ES;M;1112015;1052017.0;33;L;7.0
BERLINE;SK08026;ES;M;1062002;1012004.0;36;O;13.0
BERLINE;ME13005;ES;M;1988;1991.0;35;R;11.0
COUPE;ME54075;GO;A;1082014;8042015.0;38;V;15.0
COUPE;AU31252;GO;M;6022012;23042015.0;37;R;11.0
BERLINE;VW45287;GO;S;24042014;1012017.0;30;J;4.0
BERLINE;CV16021;ES;M;1012012;1092013.0;28;F;5.0
COUPE;BM71304;ES;A;1032016;1032017.0;36;Q;10.0
COUPE;BM58229;ES;M;15102007;30032010.0;39;Q;21.0
BERLINE;BM66047;GO;M;18032010;1072013.0;36;S;10.0
BERLINE;JA15007;ES;A;1022009;1082012.0;40;U;29.0
BERLINE;OP16252;GO;M;2000;1122000.0;34;L;8.0
BERLINE;VW12242;ES;M;1999;1999.0;29;I;5.0
BERLINE;PE18171;GO;M;1997;1998.0;28;G;5.0
AUTRE;ME37277;GO;M;1062009;1092014.0;31;N;7.0
COUPE;SB04017;ES;M;1998;1998.0;36;O;8.0
BERLINE;BM58455;ES;M;1102010;1092011.0;32;N;7.0
BERLINE;BM70368;GO;A;1072013;1072015.0;35;R;10.0
BERLINE;FI02035;ES;M;1995;1996.0;33;L;10.0
BERLINE;MN01540;GO;M;1072017;1102017.0;30;L;4.0
AUTRE;BM78030;ES;M;1032018;;33;M;7.0
BERLINE;FI26350;GO;S;12012012;1022013.0;30;J;5.0
BERLINE;VO33012;ES;A;1102000;1072002.0;35;P;11.0
BERLINE;BM70587;ES;A;1072015;1042018.0;39;S;21.0
AUTRE;VW41109;GO;M;1012014;25052016.0;32;P;5.0
BERLINE;BM06001;ES;M;1975;1977.0;29;E;9.0
AUTRE;NA30055;GO;M;15012007;1122011.0;31;N;8.0
AUTRE;VO30268;GO;A;26042004;25042005.0;32;O;9.0
BERLINE;AU15182;GO;A;1998;1122000.0;35;Q;10.0
BERLINE;RE07654;ES;M;15122003;1042005.0;31;H;6.0
LUDOSPACE;CI54097;GO;M;17052014;1072014.0;30;J;5.0
BERLINE;CI59142;GO;M;1062015;2072018.0;30;L;5.0
BERLINE;AU37150;GO;M;6022012;23042015.0;37;R;11.0
BERLINE;PE39375;ES;M;30062014;15052017.0;31;K;5.0
BERLINE;BM64129;GO;A;1072015;1022018.0;39;V;15.0
BERLINE;AU36167;GO;M;7122009;26042010.0;35;Q;10.0
CABRIOLET;MN01189;GO;A;1032011;1122015.0;31;M;6.0
COUPE;ME66312;ES;A;15042016;29062018.0;35;Q;11.0
BERLINE;RE88159;ES;M;2052018;;30;H;5.0
BERLINE;AR20022;ES;M;1999;1999.0;32;I;8.0
BERLINE;FO08376;ES;M;1999;1999.0;29;E;5.0
BERLINE;FO07058;ES;M;1986;1988.0;27;E;6.0
BERLINE;TO32038;GO;S;5062007;30072007.0;30;H;5.0
BERLINE;FI07010;ES;M;1986;1988.0;28;D;6.0
BERLINE;BM58031;ES;M;21032005;26092005.0;32;O;7.0
CABRIOLET;MZ04019;ES;M;1032004;21072004.0;33;L;9.0
BERLINE;FI06007;ES;M;1984;1986.0;28;E;6.0
AUTRE;BM65340;GO;S;1022018;;32;O;6.0
COUPE;RE62010;ES;A;1052002;3022003.0;35;Q;14.0
BERLINE;VW04181;ES;M;1988;1988.0;30;H;9.0
COUPE;BM01024;ES;A;1092010;1042013.0;41;V;32.0
BERLINE;RE07219;ES;M;1997;1997.0;29;G;7.0
COUPE;KA22004;ES;A;3012018;;38;Q;16.0
BERLINE;VW51097;GO;S;8022016;2102017.0;34;O;8.0
BERLINE;CI62041;ES;A;1012014;2022015.0;33;N;9.0
COUPE;VW43077;GO;M;2112012;5052015.0;35;O;9.0
BERLINE;PE32370;GO;M;28022005;4042005.0;31;J;6.0
BERLINE;BM59678;GO;M;16092008;1102010.0;34;P;7.0
BERLINE;CI40286;GO;A;2092002;24052004.0;31;L;6.0
BERLINE;BM66472;GO;A;1072013;13102016.0;38;S;15.0
BERLINE;VO15001;ES;M;1990;1992.0;30;H;7.0
BERLINE;RO17003;ES;M;1992;1993.0;30;H;6.0
BERLINE;AU49002;ES;M;19052016;5092018.0;33;L;6.0
BERLINE;RE73053;ES;M;1042009;5012010.0;30;G;6.0
BERLINE;ME49284;ES;A;3012013;3072015.0;32;M;7.0
BERLINE;VO25162;ES;M;17022002;2052002.0;33;L;9.0
AUTRE;MN04044;GO;A;4112013;31122016.0;32;O;8.0
AUTRE;VO30147;ES;A;1999;15061999.0;33;O;10.0
BERLINE;AU19333;ES;M;24042008;13062012.0;34;N;9.0
BERLINE;AU28462;ES;M;19052016;27042017.0;37;M;10.0
AUTRE;RE84619;GO;M;8102013;1072014.0;33;P;8.0
BERLINE;PE34309;GO;M;4012010;30052011.0;32;L;6.0
BERLINE;RE30023;ES;A;1990;1990.0;29;G;6.0
COUPE;AU31256;GO;S;13092012;24042014.0;35;R;10.0
MONOSPACE;MZ33011;ES;M;10092007;1072008.0;32;K;8.0
BERLINE;AU49192;GO;S;27042017;5092018.0;36;P;10.0
BERLINE;AU28498;GO;M;19052016;30032018.0;34;N;8.0
COUPE;PO01053;ES;M;1997;1997.0;44;HC;21.0
AUTRE;HO01148;ES;A;2062008;15072013.0;35;P;13.0
BERLINE;PE07183;ES;M;1997;1998.0;29;D;6.0
BERLINE;OP16462;GO;M;19072004;1022005.0;32;L;7.0
COUPE;AR10003;ES;M;1983;1988.0;30;H;8.0
COUPE;NA42016;ES;M;1072013;;39;Q;25.0
BERLINE;RO06012;ES;M;1993;1995.0;31;G;6.0
COUPE;BM60008;ES;S;1032015;1112017.0;43;HC;47.0
BERLINE;BM17222;ES;A;1092003;1092003.0;34;O;9.0
BERLINE;BM69024;GO;M;22092011;1032015.0;32;N;6.0
BERLINE;VW04183;ES;M;1988;1991.0;30;J;10.0
BERLINE;FO45032;GO;M;25052015;3072017.0;32;M;6.0
MONOSPACE;VW50065;E8;M;9072015;1012018.0;32;L;7.0
BERLINE;AU18117;ES;A;1997;1998.0;37;Q;16.0
COUPE;RE74094;GO;A;5012010;6072010.0;33;P;9.0
BERLINE;FO21603;GO;A;3032008;15032010.0;33;N;9.0
BERLINE;VO32225;ES;M;24092010;26032014.0;35;O;10.0
COUPE;AR21011;ES;M;1082001;29112002.0;35;P;15.0
AUTRE;RE79029;GO;M;5032010;5072011.0;33;O;10.0
BERLINE;CI38162;GO;M;2042002;2042002.0;28;G;4.0
AUTRE;AU15233;ES;M;1999;1999.0;35;P;10.0
CABRIOLET;VW40039;GO;M;1032008;1032010.0;33;N;8.0
MONOSPACE;OP24062;GO;M;1092004;1022005.0;32;L;7.0
COUPE;MZ09002;ES;M;1986;1987.0;35;N;15.0
AUTRE;KA21012;ES;M;12092017;11062018.0;29;J;5.0
BERLINE;AU49009;ES;S;19052016;5092018.0;33;M;6.0
BERLINE;RE71025;ES;M;16092005;19122005.0;31;H;7.0
AUTRE;PE27135;GO;M;18012007;3092007.0;31;L;5.0
COUPE;VW14146;GO;M;3022017;31122017.0;35;N;10.0
CABRIOLET;BM67078;ES;M;30032010;1112013.0;37;R;13.0
MONOSPACE;SE13134;GO;M;1012011;25052012.0;30;I;5.0
BERLINE;BM58124;ES;A;27032007;1102010.0;33;N;8.0
BERLINE;FI09161;ES;A;2062017;;31;H;6.0
BERLINE;ME49427;ES;M;3072015;1062018.0;31;L;5.0
LUDOSPACE;FO44014;GO;M;1042017;;29;H;5.0
AUTRE;ME44089;GO;A;1092008;1092010.0;36;P;14.0
BERLINE;FO21643;E8;M;3032008;6092010.0;34;L;9.0
BERLINE;VO14024;ES;M;1994;1994.0;29;I;
CABRIOLET;AU21046;ES;M;2012006;1072006.0;35;O;12.0
COUPE;PO11013;ES;M;17112011;1062013.0;42;U;23.0
BERLINE;RO02006;ES;M;1992;1992.0;27;C;4.0
MONOSPACE;BM73177;GO;A;1032015;1022018.0;35;Q;10.0
COUPE;VW12042;ES;M;1991;1991.0;27;D;6.0
BERLINE;OP34299;GO;M;1062017;;35;O;9.0
CABRIOLET;CI58104;ES;A;2062014;1042015.0;31;L;7.0
AUTRE;PE30143;GO;M;1062002;2122002.0;31;J;5.0
BERLINE;VW44156;GO;M;1122010;26042012.0;31;K;5.0
BERLINE;RE50158;ES;M;11012007;2042007.0;28;E;5.0
CABRIOLET;AU19666;ES;M;31032014;19052016.0;33;N;7.0
BERLINE;ME74009;GO;S;2052018;;32;O;6.0
BERLINE;RE31021;ES;A;1982;9999.0;31;F;11.0
BERLINE;AU37320;GO;S;4102016;;36;R;10.0
BERLINE;RE60188;GO;M;10072006;4092006.0;34;N;8.0
BERLINE;CI59107;GO;M;1012015;1102015.0;30;J;5.0
COUPE;BM46029;ES;M;1997;1998.0;37;P;14.0
AUTRE;FO42182;GO;M;30052016;;32;O;7.0
BERLINE;VW49481;GO;M;1012016;18072016.0;33;N;8.0
BERLINE;FI10050;ES;M;1990;1992.0;27;D;5.0
AUTRE;PE27092;GO;M;3102005;3102005.0;31;M;8.0
AUTRE;AU15095;ES;M;1997;1998.0;36;Q;14.0
AUTRE;MN03201;ES;A;1022017;15012018.0;35;O;11.0
BERLINE;AU19911;GO;M;19052016;4102017.0;34;M;8.0
BERLINE;TO28064;ES;M;17032003;22072005.0;27;E;4.0
BERLINE;DH10013;ES;M;1012004;15022004.0;30;G;6.0
BERLINE;CV10007;GO;A;1062007;1012008.0;32;K;7.0
BERLINE;AU33492;GO;M;6022012;23042015.0;37;P;11.0
BERLINE;AU19636;GO;S;19092013;19052016.0;34;O;8.0
COUPE;VW12046;ES;M;1985;1985.0;28;E;6.0
BERLINE;VO25271;GO;S;3122007;16042010.0;33;N;8.0
BERLINE;FI26151;ES;M;2000;2001.0;29;E;5.0
AUTRE;BM65297;ES;M;1032016;1062017.0;33;N;7.0
COUPE;BM59217;ES;A;1092006;1092007.0;36;R;14.0
BERLINE;FI09050;ES;M;1993;1993.0;29;F;7.0
COUPE;BM71558;ES;A;1032017;;40;R;21.0
BERLINE;NA05208;ES;M;1092005;1072006.0;27;F;5.0
BERLINE;MN01104;ES;M;23032010;1082010.0;30;I;5.0
BERLINE;BM59349;ES;M;1092007;16092008.0;39;Q;17.0
AUTRE;NA50017;GO;M;1112016;;34;N;5.0
BERLINE;VO33032;ES;M;17022002;17022002.0;36;P;13.0
BERLINE;FO08156;ES;M;1992;1992.0;27;D;6.0
BERLINE;BM38028;ES;A;1999;17072000.0;39;V;17.0
COUPE;ME63288;GO;A;31072014;19122016.0;38;S;11.0
BERLINE;RE07666;GO;M;1032004;1042005.0;29;H;4.0
BERLINE;RE63041;ES;A;1042005;5012010.0;34;O;11.0
BERLINE;BM58191;ES;M;1092007;22092009.0;38;P;17.0
AUTRE;AU15675;GO;M;1062005;15092008.0;33;Q;8.0
BERLINE;FO12101;ES;M;1993;1993.0;32;L;10.0
BERLINE;PE39413;GO;M;2022015;2052016.0;34;M;7.0
BERLINE;VW12289;ES;M;1022001;1112001.0;28;G;5.0
BERLINE;RE34005;GO;M;1984;1988.0;28;K;7.0
BERLINE;IN02013;ES;A;1990;1991.0;25;C;6.0
BERLINE;LA09004;ES;M;1989;1992.0;34;M;10.0
BERLINE;PE47107;ES;M;5052014;2022015.0;28;F;4.0
COUPE;BM46006;ES;M;1995;1996.0;37;Q;14.0
BERLINE;ME74011;ES;M;22062018;;32;L;6.0
BERLINE;HO03192;ES;A;1102009;24012011.0;32;L;8.0
BERLINE;MZ17009;ES;M;1979;1980.0;29;D;8.0
BERLINE;OP15043;ES;M;1990;1990.0;36;Q;17.0
AUTRE;RE18516;GO;M;11012007;2112010.0;30;M;8.0
AUTRE;PE28071;ES;M;1997;1998.0;36;P;16.0
COUPE;MZ17020;ES;M;1979;9999.0;30;A;8.0
BERLINE;FO21426;GO;M;19052003;6122004.0;32;N;7.0
AUTRE;VW38101;ES;M;2122007;2062008.0;36;O;12.0
BERLINE;FI09015;ES;M;1990;1991.0;30;F;8.0
BERLINE;OP16090;ES;A;1995;1995.0;32;J;7.0
COUPE;VW14046;GO;S;21072008;16072014.0;33;M;8.0
BERLINE;MN01507;ES;A;1032016;1072017.0;31;K;5.0
BERLINE;MZ15066;GO;M;1990;1992.0;27;G;5.0
AUTRE;NA48082;GO;M;1082014;1102016.0;33;Q;6.0
BERLINE;CI34093;GO;M;1997;1997.0;32;N;6.0
BERLINE;NA22003;ES;M;1995;1091999.0;34;N;10.0
BERLINE;PE28202;ES;M;2000;1042000.0;34;J;9.0
BERLINE;RE92059;ES;M;6032018;;28;G;5.0
LUDOSPACE;RE77002;GO;M;8012008;24012012.0;29;J;5.0
LUDOSPACE;DC05021;GO;M;1042014;1122014.0;29;G;5.0
AUTRE;RE84653;GO;S;1072014;1072015.0;30;O;8.0
BERLINE;PE32096;GO;M;1032003;1042004.0;31;L;6.0
COUPE;AU30002;ES;S;1042007;7122009.0;44;HC;34.0
BERLINE;VW04025;ES;A;1977;1981.0;27;E;8.0
BERLINE;OP16338;ES;M;9012002;9012002.0;32;I;7.0
AUTRE;MN02282;GO;A;1022018;;35;O;10.0
BERLINE;PE30113;ES;A;1062001;1032002.0;28;G;5.0
AUTRE;BM51042;GO;A;1122006;1102007.0;36;T;16.0
BERLINE;SK07110;GO;M;1062005;1072006.0;31;G;6.0
BERLINE;AU40079;ES;S;5022018;;40;V;22.0
BERLINE;BM58095;ES;M;27032007;22092009.0;38;P;17.0
LIMOUSINE;BM64143;ES;A;1072015;1062018.0;40;HC;21.0
BERLINE;BM13002;ES;M;1971;1976.0;32;N;17.0
BERLINE;BM59954;GO;M;30032010;1092011.0;35;O;8.0
BERLINE;AU15693;ES;M;2012006;6122007.0;36;Q;13.0
BERLINE;ME38343;GO;M;1999;2000.0;34;O;
BERLINE;PE50008;ES;M;16062014;4052015.0;28;G;4.0
BERLINE;BM58473;GO;M;1102010;1092011.0;32;M;6.0
BERLINE;BM18093;GO;M;1999;17072000.0;34;N;7.0
AUTRE;VO26236;ES;S;27092012;19032015.0;35;N;10.0
AUTRE;VW11481;GO;M;1072002;1122004.0;31;L;6.0
BERLINE;VW28181;GO;M;2052001;2052001.0;32;M;7.0
