Carrosserie;Code_vehicule;Alimentation;Boite_vitesse;Date_debut_comerc;Date_fin_comerc;Groupe_vehicule;Classe_vehicule;Puissance_vehicule
BERLINE;PE45009;GO;M;2022011;4072011.0;34;O;7.0
AUTRE;VO30165;ES;M;7122000;1112001.0;35;P;13.0
BERLINE;PE31079;GO;A;5032007;2032009.0;36;Q;13.0
MONOSPACE;CI44080;GO;M;1062010;1102013.0;33;P;8.0
BERLINE;RE60078;ES;A;1092003;1042004.0;32;M;9.0
BERLINE;BM49038;GO;A;1092001;1092001.0;35;Q;12.0
AUTRE;FI33102;GO;M;21112011;1012018.0;33;M;7.0
AUTRE;CI36761;GO;M;20072015;1042016.0;30;O;6.0
CABRIOLET;BM53004;ES;A;27032003;27032003.0;37;R;15.0
BERLINE;OP34111;GO;A;23122010;7112011.0;33;N;8.0
BERLINE;BM68188;ES;A;14062017;;39;S;15.0
COUPE;HD06009;ES;M;2000;1112001.0;32;K;9.0
BERLINE;VW49786;ES;S;9102017;14032018.0;33;L;7.0
BERLINE;NA05180;ES;A;1032005;1032005.0;28;H;6.0
BERLINE;VO29095;ES;A;1999;1999.0;35;P;13.0
AUTRE;ME63089;ES;A;12042013;31072014.0;39;R;15.0
BERLINE;NA09064;ES;A;1997;1998.0;33;K;11.0
BERLINE;PE24057;ES;M;1995;1995.0;30;I;7.0
BERLINE;OP13151;GO;M;1993;1994.0;31;L;7.0
AUTRE;VW30025;ES;M;1999;1042000.0;35;L;10.0
BERLINE;SB02143;ES;M;1997;1997.0;34;O;8.0
BERLINE;SB03108;E8;M;22062007;29052009.0;34;P;10.0
BERLINE;VW02007;ES;M;1974;1974.0;27;B;7.0
AUTRE;ME62033;GO;M;1042015;;31;K;5.0
BERLINE;PE24265;ES;M;1999;1999.0;31;I;6.0
AUTRE;PE45036;GO;A;2032011;2012013.0;35;P;9.0
BERLINE;AR25029;GO;M;15092003;1072004.0;33;M;8.0
AUTRE;VW16819;GO;S;27072017;;36;Q;7.0
BERLINE;VW28080;ES;M;1999;1042000.0;34;M;11.0
AUTRE;FI48008;ES;A;21112011;13112015.0;36;O;20.0
COUPE;IF02001;ES;M;1122008;1032011.0;39;Q;23.0
BERLINE;VW48063;ES;S;2082012;24042014.0;28;E;4.0
BERLINE;CI04185;ES;M;1996;1996.0;27;C;4.0
BERLINE;SK12118;ES;S;5102017;7062018.0;30;J;5.0
AUTRE;AU47140;GO;M;12112015;27042017.0;34;P;10.0
BERLINE;SE03003;ES;M;1986;1989.0;27;D;5.0
AUTRE;MZ37010;GO;M;1092015;1062018.0;30;L;5.0
BERLINE;OP17239;ES;M;2000;2000.0;33;J;7.0
COUPE;LR09097;GO;A;2032015;18052018.0;33;R;10.0
BERLINE;FI19085;ES;M;1042012;1022013.0;29;H;4.0
BERLINE;BM66393;GO;A;2072012;1072013.0;39;U;20.0
COUPE;BM67037;ES;M;30032010;1072013.0;38;Q;13.0
BERLINE;SE02079;ES;M;1991;1992.0;25;B;4.0
AUTRE;VW49306;GO;S;6032015;24022017.0;35;O;10.0
BERLINE;VO32006;ES;M;1999;10012000.0;37;R;13.0
BERLINE;BM70848;GO;A;1062016;;38;R;15.0
COUPE;VO31016;ES;A;1998;1998.0;38;S;10.0
BERLINE;SR02017;ES;M;1999;1999.0;30;I;7.0
COUPE;BM30010;ES;M;1092007;1032011.0;38;U;17.0
BERLINE;CI40052;ES;A;1999;1999.0;31;J;7.0
AUTRE;VW16268;GO;A;2012006;24092009.0;33;O;10.0
AUTRE;RE43489;GO;S;4092006;4092006.0;33;N;8.0
BERLINE;BM66900;GO;A;1062018;;36;S;10.0
AUTRE;PE24309;ES;A;1999;1999.0;33;L;9.0
BERLINE;FO21610;GO;M;3032008;15032010.0;35;N;10.0
BERLINE;BM64146;GO;A;1112015;;39;HC;20.0
BERLINE;MZ31033;GO;M;1022010;1102013.0;31;K;6.0
BERLINE;AU15824;ES;A;6122007;15092008.0;37;S;14.0
BERLINE;ME38889;GO;A;16042010;11012011.0;34;O;7.0
BERLINE;AU33021;ES;M;10012008;8122011.0;38;Q;17.0
BERLINE;ME64007;ES;A;12042013;22052018.0;35;O;
BERLINE;RE66656;ES;M;10072006;5012010.0;36;N;14.0
COUPE;OP21003;ES;A;1995;2000.0;30;H;7.0
AUTRE;FI28295;GO;M;15062006;1042011.0;32;N;7.0
BERLINE;RE23032;ES;M;1987;1988.0;30;G;7.0
AUTRE;FO15445;GO;S;6022004;15122005.0;33;O;8.0
BERLINE;MI03012;GO;M;1993;1995.0;30;K;7.0
BERLINE;AR28066;GO;M;2042009;1062010.0;34;N;
BERLINE;SE02635;ES;S;15012009;1052010.0;31;I;6.0
MONOSPACE;RE81028;ES;V;11062009;28092010.0;32;M;9.0
BERLINE;RE30125;ES;M;1993;1994.0;30;H;7.0
BERLINE;ME03038;GO;M;1991;1992.0;29;N;7.0
BERLINE;AR28027;ES;S;1012007;1062010.0;35;O;12.0
AUTRE;FO42119;GO;M;1122014;30052016.0;30;O;7.0
BERLINE;HD21114;GO;M;20032015;20032015.0;30;J;5.0
AUTRE;FO39101;GO;M;22072013;1012014.0;31;M;7.0
BERLINE;FO12006;ES;M;1990;1992.0;33;M;10.0
BERLINE;PE37220;GO;M;6042010;4102010.0;29;I;4.0
AUTRE;CI36307;GO;A;3012005;3042006.0;33;P;9.0
BERLINE;AR28023;GO;A;1072006;1062010.0;33;N;9.0
BERLINE;CI27031;ES;M;1982;1986.0;29;F;7.0
COUPE;ME60005;ES;A;28112013;7042014.0;48;HC;52.0
BERLINE;MM02006;GO;M;1995;1997.0;26;H;6.0
MONOSPACE;HO19011;ES;M;1092005;1092005.0;32;M;9.0
COUPE;BM58294;ES;A;18032008;30032010.0;39;Q;21.0
COUPE;PE28077;ES;A;1997;2081999.0;33;N;10.0
BERLINE;PE34259;GO;A;5112007;2032009.0;36;Q;13.0
CABRIOLET;BM48011;ES;A;1999;1999.0;33;N;9.0
BERLINE;FO08592;ES;A;1102008;22032010.0;29;I;6.0
BERLINE;SZ11015;ES;M;13092005;9042009.0;29;G;6.0
BERLINE;PE18180;ES;M;1997;1997.0;30;G;5.0
COUPE;VW14018;ES;M;1985;1986.0;30;I;7.0
BERLINE;CI38065;ES;A;1998;1998.0;30;G;6.0
BERLINE;OP16094;GO;M;1995;1995.0;30;J;5.0
BERLINE;RE71276;ES;M;6072009;5012010.0;35;K;12.0
CABRIOLET;BM73339;ES;M;1072016;1062017.0;36;O;10.0
LUDOSPACE;VW01035;GO;M;1012005;1022009.0;31;K;7.0
BERLINE;RE71164;ES;M;1102006;17122007.0;33;I;8.0
COUPE;RE80355;GO;M;1072015;4042016.0;31;K;5.0
BERLINE;RE71089;ES;M;10072006;12092007.0;31;G;6.0
COUPE;BM67179;ES;A;1092010;1072013.0;39;S;17.0
BERLINE;BM58026;ES;A;18092004;1092006.0;34;N;9.0
BERLINE;FO08286;ES;M;1994;1995.0;30;F;8.0
COUPE;BM71437;ES;M;1032017;2072018.0;39;Q;21.0
AUTRE;RO28071;ES;M;1092003;1092003.0;32;N;8.0
BERLINE;AU37141;GO;M;8122011;24042014.0;35;R;10.0
BERLINE;SE16030;ES;M;1042012;11102012.0;28;F;4.0
BERLINE;RE30067;GO;M;1992;1992.0;31;J;5.0
AUTRE;FO39510;GO;M;8012018;;32;N;7.0
BERLINE;PE32594;ES;M;27022006;5062006.0;33;K;9.0
BERLINE;PE07144;GO;M;1993;1993.0;29;G;5.0
AUTRE;BM57070;GO;M;1082006;26032009.0;35;Q;14.0
AUTRE;BM67305;GO;M;1102010;2072012.0;36;P;10.0
AUTRE;MN02171;ES;A;29102015;16052018.0;33;N;7.0
AUTRE;VO28096;GO;A;19042018;;36;R;11.0
CABRIOLET;IF02021;ES;A;1032011;1062013.0;39;S;23.0
BERLINE;SZ01127;ES;A;20092013;28122015.0;28;G;5.0
BERLINE;VW11405;GO;M;2000;12092000.0;33;M;7.0
BERLINE;AU40007;ES;S;6122010;23092014.0;36;S;12.0
BERLINE;RE53249;GO;M;1999;1999.0;28;I;5.0
BERLINE;FI26113;GO;M;1999;1999.0;28;F;6.0
BERLINE;FO21372;GO;A;23092002;6122004.0;33;O;8.0
COUPE;BM71325;ES;A;1032016;1032017.0;39;S;21.0
BERLINE;SE02534;GO;M;1012008;1122008.0;30;H;4.0
BERLINE;AR31004;GO;M;27092008;1012011.0;32;K;6.0
BERLINE;AN06002;ES;M;1987;1987.0;28;F;5.0
AUTRE;KA09042;GO;A;3012018;11062018.0;35;P;12.0
BERLINE;ME72034;GO;A;18072016;2052018.0;39;S;15.0
BERLINE;FO21231;ES;M;1999;1042000.0;34;K;8.0
BERLINE;SK07186;GO;M;1012009;1012010.0;29;I;5.0
AUTRE;VO34006;ES;A;8032000;9082001.0;35;R;14.0
BERLINE;AR31017;GO;M;1062010;1112012.0;30;J;5.0
CABRIOLET;ME63213;ES;A;12042013;19122016.0;38;S;12.0
BERLINE;RE07548;GO;M;15012003;15012003.0;29;H;4.0
BERLINE;BM70728;GO;M;1072015;1062016.0;36;P;10.0
BERLINE;CI57117;ES;M;1102014;2032015.0;29;H;4.0
COUPE;LA07004;ES;M;1981;1985.0;34;O;14.0
COUPE;ME47024;ES;A;4042012;3012013.0;42;HC;44.0
AUTRE;ME64131;GO;A;3072015;22052018.0;32;P;5.0
BERLINE;DC01210;GO;M;2112016;;28;D;4.0
BERLINE;RE51106;GP;M;1998;1999.0;31;K;7.0
BERLINE;RE66036;ES;M;15102002;15102003.0;33;K;
BERLINE;RE71190;GO;S;2042007;2062008.0;30;J;5.0
AUTRE;AU29070;ES;A;23042009;26042010.0;38;T;20.0
BERLINE;DS01007;GO;M;1062015;1062018.0;32;N;6.0
BERLINE;OP31026;GO;M;8032004;18082008.0;34;O;9.0
MONOSPACE;NA37012;GO;M;1012006;2052008.0;29;J;5.0
BERLINE;SE12057;GO;M;29052006;1052009.0;34;L;10.0
BERLINE;CI28053;ES;A;1993;1994.0;34;N;9.0
AUTRE;HO01164;GO;M;1042009;1042010.0;33;O;9.0
BERLINE;SE08136;GO;M;1012001;1032002.0;28;G;4.0
MONOSPACE;TO37064;GO;A;1022013;2012015.0;33;N;9.0
BERLINE;VO32064;ES;A;17022002;1072002.0;33;Q;10.0
BERLINE;FI19179;ES;S;1042014;1012017.0;28;H;4.0
BERLINE;CI34037;ES;M;1996;1997.0;33;J;9.0
BERLINE;FO08321;ES;M;1996;1997.0;28;E;5.0
BERLINE;PE30539;ES;M;5032012;4032013.0;29;G;5.0
MONOSPACE;SE14075;ES;S;1052009;4012013.0;34;L;9.0
BERLINE;NA09034;ES;M;1994;1995.0;33;K;10.0
BERLINE;RE66293;ES;M;1092004;15112004.0;32;K;7.0
BERLINE;NA05040;ES;M;1997;1072000.0;29;D;5.0
COUPE;TO04001;ES;M;1982;9999.0;30;D;8.0
LUDOSPACE;FI39299;GO;M;14062016;;30;L;7.0
COUPE;FO24003;ES;M;1999;1999.0;33;L;8.0
AUTRE;FI28220;GO;M;10012005;1032006.0;34;O;9.0
AUTRE;PE45028;GO;M;2032011;2012015.0;34;N;7.0
COUPE;BM59921;GO;M;22092009;30032010.0;38;S;15.0
BERLINE;DC02067;ES;M;29012013;3062013.0;28;C;5.0
BERLINE;FO08659;GO;M;30082010;4072011.0;28;I;4.0
BERLINE;AU19086;ES;M;1082002;1082002.0;35;O;12.0
AUTRE;VW16329;GO;A;1012009;4012010.0;34;Q;12.0
BERLINE;FO21581;GO;M;27062007;6092010.0;34;M;8.0
AUTRE;RE61070;ES;M;1032004;17012005.0;32;M;7.0
BERLINE;AR08017;GO;M;27052010;20052016.0;31;L;5.0
BERLINE;AU19018;ES;A;1999;1082002.0;32;M;9.0
BERLINE;OP17088;ES;M;1995;1995.0;35;L;10.0
COUPE;BM59286;GO;A;27032007;30032010.0;35;P;10.0
COUPE;AU31487;ES;S;27042017;28062018.0;34;Q;8.0
COUPE;PE44001;ES;M;6042010;4032013.0;34;M;9.0
CABRIOLET;ME48124;ES;M;1062005;12012010.0;38;R;15.0
CABRIOLET;BM73099;GO;A;1112014;1062017.0;35;P;10.0
COUPE;HD06008;ES;M;2000;2022000.0;32;J;7.0
BERLINE;SR06002;ES;M;1996;1996.0;28;F;6.0
BERLINE;LX02018;ES;V;23052012;;39;T;18.0
BERLINE;VW11362;GO;A;1999;1032000.0;35;N;10.0
BERLINE;BM66001;GO;A;22102009;2072012.0;38;T;15.0
BERLINE;FO10030;ES;A;1985;1985.0;28;G;8.0
MONOSPACE;MZ33002;ES;M;1062005;1022006.0;32;K;8.0
BERLINE;AU39321;GO;M;5102017;;32;K;6.0
BERLINE;RE53398;ES;M;3112000;3092001.0;32;J;7.0
COUPE;ME54007;ES;A;1092006;15092010.0;42;HC;44.0
BERLINE;VO33257;GO;M;8042011;19032015.0;36;Q;12.0
BERLINE;FO07350;GO;M;1994;1994.0;30;I;6.0
BERLINE;AR25179;GO;M;1072008;2042009.0;33;M;9.0
BERLINE;OP31016;ES;A;2022004;8032004.0;36;O;14.0
COUPE;AR29007;GO;M;8032006;1092006.0;35;P;12.0
CABRIOLET;AU31235;GO;M;8122011;24042014.0;35;S;10.0
BERLINE;VO33410;GO;A;1042017;21062018.0;34;N;8.0
BERLINE;PE24083;ES;M;1996;1996.0;30;I;7.0
AUTRE;BM27211;GO;A;27032007;1062010.0;37;S;15.0
BERLINE;SB04049;ES;M;1999;1042000.0;33;M;9.0
BERLINE;AU37358;ES;M;21022017;28062018.0;36;Q;10.0
BERLINE;ME39182;ES;A;1997;1998.0;37;R;16.0
BERLINE;AU28449;ES;M;19052016;27042017.0;34;M;7.0
BERLINE;AU18491;GO;V;1012004;1012004.0;33;O;7.0
BERLINE;HO03026;ES;M;1985;1987.0;31;H;6.0
BERLINE;RO30057;ES;V;1082004;1012005.0;32;K;8.0
BERLINE;RO19002;GO;M;1994;1995.0;30;J;5.0
BERLINE;AU18219;GO;M;1999;1999.0;30;K;5.0
BERLINE;ME39577;ES;A;4012008;6012009.0;39;T;19.0
BERLINE;VW12304;ES;M;7122001;1012004.0;28;F;4.0
AUTRE;HO12088;GO;M;5112012;2012015.0;32;N;8.0
BERLINE;HO01025;ES;M;1990;1993.0;34;L;11.0
COUPE;RE80032;GO;M;20112008;5012009.0;30;L;5.0
BERLINE;VO17052;ES;M;1990;1990.0;35;O;9.0
AUTRE;FO28109;ES;M;23092002;15122003.0;31;I;6.0
BERLINE;BM70A00;GO;A;1042018;1102018.0;39;R;15.0
CABRIOLET;VW28272;ES;M;1082002;1082002.0;31;M;8.0
BERLINE;VW49217;ES;M;18092014;1042015.0;31;M;5.0
BERLINE;AU36246;ES;V;26042010;6122010.0;35;R;10.0
LUDOSPACE;FI39293;GO;M;13112015;;29;K;5.0
BERLINE;OP34020;GO;M;15012009;1072010.0;33;M;7.0
BERLINE;DS03007;ES;S;4012016;1062018.0;29;I;4.0
BERLINE;RE88053;GO;M;1012014;1092014.0;29;I;4.0
AUTRE;FI28065;GO;M;29072002;1032006.0;31;L;7.0
BERLINE;BM17056;ES;M;1995;1995.0;34;N;9.0
AUTRE;BM65236;GO;A;17102015;1022018.0;33;P;8.0
BERLINE;BM70435;GO;A;1032015;1072015.0;33;N;6.0
BERLINE;NA09070;ES;M;1997;1999.0;35;L;10.0
BERLINE;JA15026;ES;A;1082012;1062015.0;38;R;15.0
AUTRE;FO42131;GO;M;1122014;30052016.0;31;O;7.0
BERLINE;AU37160;ES;M;25042013;17092015.0;38;P;13.0
BERLINE;OP34246;GO;A;15062015;1072016.0;33;O;7.0
COUPE;TO04005;ES;M;1976;9999.0;30;B;9.0
COUPE;BM71051;GO;M;1112013;1032015.0;36;P;10.0
MONOSPACE;RE10062;ES;M;1997;1998.0;32;M;10.0
BERLINE;ME39006;GO;A;1994;1995.0;33;Q;14.0
BERLINE;ME49259;ES;A;15062012;7072017.0;37;P;12.0
COUPE;BM71390;GO;M;1032017;1102017.0;34;Q;8.0
AUTRE;AU25017;ES;M;1062003;1062005.0;37;T;18.0
BERLINE;OP09222;ES;M;1987;1989.0;29;G;7.0
BERLINE;PO12004;ES;M;2062010;1062013.0;40;V;21.0
BERLINE;SB06012;ES;M;1092002;9042005.0;35;O;11.0
BERLINE;ME38339;ES;M;1999;2000.0;36;P;12.0
BERLINE;AU17104;ES;A;8102013;28042016.0;41;HC;33.0
COUPE;BM59846;ES;M;22092009;30032010.0;35;P;10.0
AUTRE;OP28111;GO;M;6072007;3082009.0;33;N;8.0
COUPE;ME66521;ES;A;6102016;1062018.0;35;O;8.0
BERLINE;ME64243;ES;A;9012017;23102017.0;37;Q;12.0
BERLINE;CI53049;GO;A;1102010;1062015.0;36;O;12.0
BERLINE;VW02077;GO;M;1012014;1112014.0;32;M;7.0
COUPE;HO09007;ES;A;1996;1997.0;39;HC;18.0
BERLINE;BM69146;GO;M;2072012;1112012.0;37;O;12.0
BERLINE;RE71033;ES;M;16092005;19122005.0;31;H;7.0
AUTRE;SK07303;GO;M;7012013;15112014.0;30;I;4.0
CABRIOLET;RE80173;GO;S;28092010;1122011.0;31;N;6.0
LUDOSPACE;FI46004;GO;M;1102008;11102013.0;28;H;4.0
BERLINE;SK06553;GO;M;1052015;1012017.0;31;J;4.0
COUPE;HO07027;ES;A;1997;1998.0;36;N;13.0
BERLINE;HO03206;ES;M;18112011;1122017.0;30;J;6.0
BERLINE;VW35307;ES;S;30082007;2122007.0;33;L;8.0
BERLINE;AU28262;ES;M;25042010;6122010.0;31;O;6.0
BERLINE;RE40005;ES;M;1988;1988.0;26;E;5.0
BERLINE;OP02078;ES;M;1985;1986.0;32;I;8.0
BERLINE;CI28006;GO;M;1990;1991.0;30;L;7.0
AUTRE;NA29198;GO;M;1072010;1122011.0;33;N;8.0
BERLINE;FO21530;ES;M;27062007;3032008.0;34;L;9.0
LUDOSPACE;RE12038;ES;M;1992;1992.0;25;E;5.0
BERLINE;AU40045;GO;S;13062014;27042017.0;39;U;21.0
LUDOSPACE;CI54090;GO;M;2022012;1062012.0;31;L;6.0
BERLINE;FO08741;ES;S;19032013;16092013.0;30;I;6.0
BERLINE;PE16018;GO;A;1979;9999.0;31;F;8.0
BERLINE;FI40039;GO;M;2012004;2052005.0;32;J;7.0
AUTRE;AU33423;ES;M;8122011;25042013.0;37;P;12.0
BERLINE;MN01362;ES;M;9102014;1022018.0;36;L;11.0
COUPE;AU21179;ES;S;15062017;;40;T;28.0
BERLINE;OP05006;ES;A;1982;9999.0;31;F;13.0
BERLINE;CI47154;ES;M;4072008;2022009.0;32;K;7.0
COUPE;BM68127;ES;A;1072013;1032015.0;41;HC;34.0
BERLINE;FO09140;GO;M;1983;1983.0;30;I;9.0
CABRIOLET;BM58252;ES;M;27032008;1112013.0;37;Q;14.0
BERLINE;BM46023;ES;M;1997;1997.0;37;Q;14.0
CABRIOLET;VW31032;GO;M;1122004;18052005.0;30;N;6.0
BERLINE;PE18194;ES;A;1998;1998.0;29;F;5.0
COUPE;BM71151;ES;A;1032014;1032015.0;39;S;20.0
BERLINE;CI62016;GO;S;14112011;1102013.0;34;Q;8.0
COUPE;PE28213;ES;A;2000;11092000.0;37;P;14.0
COUPE;BM71016;ES;A;1072013;1032016.0;38;Q;14.0
COUPE;BM71542;ES;A;1032017;;36;R;10.0
BERLINE;ME39318;GO;M;2000;2042002.0;35;Q;10.0
BERLINE;VW48002;ES;M;13092011;29112011.0;28;E;3.0
BERLINE;LR09052;GO;A;1062014;2032015.0;34;S;11.0
BERLINE;BM66418;GO;A;1072013;1072014.0;34;Q;7.0
BERLINE;CI57040;GO;M;1062011;2112011.0;28;H;4.0
BERLINE;CI58139;ES;S;20022015;1102015.0;29;J;4.0
AUTRE;AU29081;GO;A;23042009;26042010.0;40;V;25.0
BERLINE;OP16107;ES;A;1996;1998.0;31;K;7.0
BERLINE;HD21151;GO;M;2012017;27072018.0;31;L;5.0
BERLINE;PE31054;GO;A;1122004;18122006.0;36;R;13.0
BERLINE;AU49046;GO;S;19052016;3022017.0;32;M;5.0
BERLINE;AR25145;GO;M;1092006;25102007.0;32;L;7.0
COUPE;HD06029;ES;M;1032007;1072008.0;34;M;11.0
AUTRE;FO15436;GO;M;6022004;15122005.0;33;M;8.0
BERLINE;SU04003;ES;M;1980;9999.0;25;A;5.0
BERLINE;AU28468;ES;S;19052016;5092018.0;37;N;10.0
BERLINE;HO03045;ES;M;1993;1995.0;30;I;5.0
BERLINE;AR13030;ES;A;1996;1996.0;38;Q;18.0
BERLINE;AU18266;GO;M;2000;2000.0;35;P;10.0
BERLINE;LA11014;ES;M;1992;1993.0;26;F;5.0
LUDOSPACE;FI03086;GO;M;1092016;;28;I;5.0
BERLINE;OP06806;ES;M;22112017;15062018.0;30;H;5.0
COUPE;AR29014;ES;A;7112008;1102010.0;35;O;12.0
BERLINE;CI08045;GO;M;1982;9999.0;28;E;10.0
COUPE;BM59476;GO;M;1092007;30032010.0;36;Q;11.0
CABRIOLET;BM17039;ES;A;1989;1990.0;32;M;10.0
BERLINE;BM25234;ES;M;27032007;1092007.0;38;R;13.0
COUPE;BM71003;GO;M;1072013;1032015.0;36;Q;10.0
BERLINE;BM70AAA;GO;M;1062018;;36;Q;10.0
BERLINE;AU39099;ES;S;6122012;1012014.0;32;N;6.0
BERLINE;TO31019;ES;S;1032007;28112012.0;27;D;4.0
MONOSPACE;BM73599;ES;S;1022018;2072018.0;35;P;10.0
BERLINE;TO05125;GO;M;13082004;5062007.0;30;I;5.0
BERLINE;RE71055;ES;M;16092005;19122005.0;29;H;5.0
AUTRE;OP23421;GO;M;26052014;20062016.0;33;P;8.0
BERLINE;SB06035;GO;M;1072004;1072004.0;32;N;7.0
COUPE;BM58516;GO;A;1032012;1112013.0;36;Q;12.0
AUTRE;BM57099;GO;M;18032008;26032009.0;35;R;14.0
BERLINE;FI26185;ES;M;26092002;2012003.0;27;E;4.0
AUTRE;CI36675;GO;M;17032014;2052016.0;31;O;7.0
MONOSPACE;CI50019;ES;M;12022007;4072008.0;31;L;8.0
BERLINE;AR19028;ES;M;1999;1082001.0;34;K;10.0
COUPE;AU21096;ES;S;26042010;1122014.0;36;Q;12.0
COUPE;ME66328;GO;A;22042016;29062018.0;36;R;9.0
COUPE;HO21023;ES;M;16072012;15072013.0;31;L;6.0
BERLINE;MZ17118;ES;A;1998;1998.0;32;L;9.0
BERLINE;AU23002;ES;M;3012002;1082002.0;37;P;15.0
BERLINE;BM17105;ES;M;1997;1997.0;33;L;9.0
BERLINE;VW22026;ES;M;1992;1993.0;30;H;7.0
BERLINE;OP34129;GO;M;1082011;1122011.0;33;N;7.0
BERLINE;TO31030;GO;M;5062007;1022008.0;27;G;3.0
AUTRE;SK06602;ES;S;1052015;5102015.0;34;L;8.0
COUPE;ME66288;GO;A;10112015;29062018.0;37;R;11.0
BERLINE;CI59024;GO;S;1042011;1092011.0;31;L;6.0
BERLINE;AU12078;GO;M;1990;1991.0;29;I;6.0
AUTRE;BM79013;ES;A;21062018;;35;R;11.0
BERLINE;DC01102;GO;M;2112010;27112012.0;28;E;4.0
COUPE;OP03017;ES;A;1995;1995.0;33;M;8.0
MONOSPACE;RE67085;ES;M;1042005;18072005.0;32;L;7.0
BERLINE;AU33521;ES;V;30012013;25042013.0;37;P;12.0
BERLINE;VW11710;GO;M;24102008;1122009.0;35;P;10.0
AUTRE;FO15786;GO;M;21122011;1072014.0;32;N;7.0
COUPE;LA01025;ES;A;1982;1984.0;32;K;10.0
BERLINE;BM68182;GO;A;14062017;;39;T;16.0
AUTRE;VW49563;GO;S;29092016;24022017.0;32;M;5.0
BERLINE;VW45374;ES;M;1062016;1102017.0;28;H;4.0
CABRIOLET;SB04134;ES;M;1092001;1022002.0;34;O;10.0
BERLINE;CI34095;GO;M;1997;1997.0;29;K;7.0
CABRIOLET;MG01013;ES;M;1012002;1012002.0;35;N;10.0
MONOSPACE;FO35069;GO;S;1072015;4122017.0;36;P;12.0
BERLINE;OP09234;ES;M;1985;1986.0;33;I;9.0
COUPE;BM73338;ES;A;1072016;1062017.0;39;Q;23.0
COUPE;AR10005;ES;M;1988;1988.0;32;I;8.0
BERLINE;RE60179;ES;M;10072006;12092007.0;32;L;7.0
COUPE;BM71357;ES;M;1032016;1032017.0;36;Q;10.0
AUTRE;VO39028;GO;A;2042009;7032011.0;34;O;10.0
BERLINE;OP09184;ES;M;1985;1986.0;29;F;6.0
CABRIOLET;BM73497;GO;M;1062017;;35;P;10.0
AUTRE;DC01172;GO;M;2072013;1092015.0;29;F;4.0
AUTRE;NA30048;GO;M;15012007;1122011.0;33;O;8.0
BERLINE;TO34030;ES;S;1022008;18022010.0;32;K;7.0
BERLINE;AU19424;GO;M;7122009;13062012.0;33;N;7.0
COUPE;HO09006;ES;M;1996;1997.0;40;HC;18.0
LUDOSPACE;PE29081;ES;M;2122002;1072003.0;28;H;5.0
BERLINE;FI04170;ES;M;8032012;1072014.0;28;E;4.0
AUTRE;RE84912;GO;M;1092016;;31;O;8.0
BERLINE;RE51202;GO;M;2000;2000.0;32;L;6.0
BERLINE;MZ30034;ES;M;15102007;1072008.0;29;G;5.0
MONOSPACE;RE58063;ES;A;17042001;15112001.0;32;L;9.0
BERLINE;VW31058;ES;A;2032009;1122009.0;30;J;7.0
BERLINE;CI34108;GO;M;1997;1998.0;31;J;6.0
BERLINE;BM58404;GO;A;1102010;2072012.0;33;N;8.0
BERLINE;FI40031;ES;M;2012004;1092004.0;30;H;6.0
MONOSPACE;CI50161;GO;S;2022012;1062012.0;31;N;6.0
BERLINE;AU47042;GO;S;12112015;27042017.0;36;P;10.0
BERLINE;SK08289;GO;M;4112013;1062015.0;34;N;8.0
BERLINE;VO15024;ES;A;1994;1996.0;31;L;10.0
BERLINE;RO29060;GO;M;1032003;1032004.0;31;J;7.0
BERLINE;ME49231;ES;V;3062009;15062012.0;31;L;7.0
BERLINE;RE71328;ES;M;9032010;4012011.0;31;H;6.0
BERLINE;BM70211;ES;A;1112012;1072015.0;33;P;7.0
BERLINE;RE53432;GO;M;17042001;2042002.0;29;I;5.0
BERLINE;FO28504;ES;M;14012013;19082013.0;35;L;10.0
BERLINE;SE12241;ES;S;4102013;23042014.0;31;K;5.0
AUTRE;SZ01051;GO;M;15012007;6042009.0;29;G;5.0
BERLINE;CI49002;ES;A;15022006;3112008.0;36;R;15.0
BERLINE;SE02552;GO;M;10032008;1122008.0;31;I;6.0
LUDOSPACE;ME62005;GO;M;1102012;1042015.0;28;K;4.0
MONOSPACE;CI50074;GO;S;2022009;2012010.0;32;N;8.0
COUPE;PE06021;ES;M;1977;9999.0;29;A;6.0
COUPE;BM68015;ES;A;1092011;1032015.0;38;V;21.0
BERLINE;LA09019;GO;M;1989;1992.0;33;M;8.0
AUTRE;VO39154;GO;A;11022013;17102013.0;34;Q;9.0
BERLINE;RE51083;ES;M;1998;1998.0;33;L;9.0
BERLINE;OP17373;ES;M;8042004;1042006.0;30;H;6.0
COUPE;BM01026;ES;M;1032011;1032012.0;41;HC;33.0
MONOSPACE;ME46092;GO;M;2102014;;33;Q;8.0
BERLINE;ME49002;ES;M;1998;1998.0;29;J;5.0
BERLINE;AU18891;ES;V;15032007;15052008.0;33;N;8.0
BERLINE;CI34063;ES;M;1996;1996.0;32;J;7.0
BERLINE;FI19189;ES;S;1042014;1012016.0;28;I;4.0
COUPE;BM58362;GO;M;22092009;1112013.0;33;N;7.0
BERLINE;AU37049;GO;V;9112009;6122010.0;33;R;8.0
BERLINE;CI27003;ES;M;1984;9999.0;24;A;3.0
AUTRE;NA38200;ES;V;12062017;;30;L;6.0
COUPE;VW12122;ES;M;1993;1994.0;27;E;6.0
BERLINE;ME49061;ES;M;2012003;8012004.0;32;L;8.0
